n,state
644,608.874043
645,608.874043
646,608.874043
647,608.874043
648,608.874043
649,608.874043
650,608.874043
651,608.874043
652,608.874043
653,608.874043
654,608.874043
655,608.874043
656,608.874043
657,608.874043
658,608.874043
659,608.874043
660,608.874043
661,608.874043
662,608.874043
663,724.077344
664,724.077344
665,724.077344
666,724.077344
667,724.077344
668,724.077344
669,724.077344
670,724.077344
671,724.077344
672,724.077344
673,861.077929
674,861.077929
675,861.077929
676,861.077929
677,861.077929
678,861.077929
679,861.077929
680,861.077929
681,861.077929
682,861.077929
683,861.077929
684,861.077929
685,861.077929
686,861.077929
687,861.077929
688,861.077929
689,861.077929
690,861.077929
691,861.077929
692,861.077929
693,861.077929
694,861.077929
695,861.077929
696,861.077929
697,861.077929
698,861.077929
699,861.077929
700,861.077929
701,861.077929
702,861.077929
703,861.077929
704,861.077929
705,861.077929
706,861.077929
707,861.077929
708,861.077929
709,861.077929
710,861.077929
711,861.077929
712,861.077929
713,861.077929
714,861.077929
715,861.077929
716,861.077929
717,861.077929
718,861.077929
719,861.077929
720,861.077929
721,861.077929
722,861.077929
723,861.077929
724,861.077929
725,861.077929
726,861.077929
727,861.077929
728,861.077929
729,861.077929
730,861.077929
731,861.077929
732,861.077929
733,861.077929
734,861.077929
735,861.077929
736,861.077929
737,861.077929
738,861.077929
739,861.077929
740,861.077929
741,861.077929
742,861.077929
743,861.077929
744,861.077929
745,861.077929
746,861.077929
747,861.077929
748,861.077929
749,861.077929
750,861.077929
751,861.077929
752,861.077929
753,861.077929
754,861.077929
755,861.077929
756,861.077929
757,861.077929
758,861.077929
759,861.077929
760,861.077929
761,861.077929
762,861.077929
763,861.077929
764,861.077929
765,861.077929
766,861.077929
767,861.077929
768,861.077929
769,861.077929
770,861.077929
771,861.077929
772,861.077929
773,861.077929
774,861.077929
775,861.077929
776,861.077929
777,861.077929
778,861.077929
779,861.077929
780,861.077929
781,861.077929
782,861.077929
783,861.077929
784,861.077929
785,861.077929
786,861.077929
787,861.077929
788,861.077929
789,861.077929
790,861.077929
791,861.077929
792,861.077929
793,861.077929
794,861.077929
795,861.077929
796,861.077929
797,861.077929
798,861.077929
799,861.077929
800,861.077929
801,861.077929
802,861.077929
803,861.077929
804,861.077929
805,861.077929
806,861.077929
807,861.077929
808,861.077929
809,861.077929
810,861.077929
811,861.077929
812,861.077929
813,861.077929
814,861.077929
815,861.077929
816,861.077929
817,861.077929
818,861.077929
819,861.077929
820,861.077929
821,861.077929
822,861.077929
823,861.077929
824,861.077929
825,861.077929
826,861.077929
827,861.077929
828,861.077929
829,861.077929
830,861.077929
831,861.077929
832,861.077929
833,861.077929
834,861.077929
835,861.077929
836,861.077929
837,861.077929
838,861.077929
839,861.077929
840,861.077929
841,861.077929
842,861.077929
843,861.077929
844,861.077929
845,861.077929
846,861.077929
847,861.077929
848,861.077929
849,861.077929
850,861.077929
851,861.077929
852,861.077929
853,861.077929
854,861.077929
855,861.077929
856,861.077929
857,861.077929
858,861.077929
859,861.077929
860,861.077929
861,861.077929
862,861.077929
863,861.077929
864,861.077929
865,861.077929
866,861.077929
867,861.077929
868,861.077929
869,861.077929
870,861.077929
871,861.077929
872,861.077929
873,861.077929
874,861.077929
875,861.077929
876,861.077929
877,861.077929
878,861.077929
879,861.077929
880,861.077929
881,861.077929
882,861.077929
883,861.077929
884,861.077929
885,861.077929
886,861.077929
887,861.077929
888,861.077929
889,861.077929
890,861.077929
891,861.077929
892,861.077929
893,861.077929
894,861.077929
895,861.077929
896,861.077929
897,861.077929
898,861.077929
899,861.077929
900,861.077929
901,861.077929
902,861.077929
903,861.077929
904,861.077929
905,861.077929
906,861.077929
907,861.077929
908,861.077929
909,861.077929
910,861.077929
911,861.077929
912,861.077929
913,861.077929
914,861.077929
915,861.077929
916,861.077929
917,861.077929
918,861.077929
919,861.077929
920,861.077929
921,861.077929
922,861.077929
923,861.077929
924,861.077929
925,861.077929
926,861.077929
927,861.077929
928,861.077929
929,861.077929
930,861.077929
931,861.077929
932,861.077929
933,861.077929
934,861.077929
935,861.077929
936,861.077929
937,861.077929
938,861.077929
939,861.077929
940,861.077929
941,861.077929
942,861.077929
943,861.077929
944,861.077929
945,861.077929
946,861.077929
947,861.077929
948,861.077929
949,861.077929
950,861.077929
951,861.077929
952,861.077929
953,861.077929
954,861.077929
955,861.077929
956,861.077929
957,861.077929
958,861.077929
959,861.077929
960,861.077929
961,861.077929
962,861.077929
963,861.077929
964,861.077929
965,861.077929
966,861.077929
967,861.077929
968,861.077929
969,861.077929
970,861.077929
971,861.077929
972,861.077929
973,861.077929
974,861.077929
975,861.077929
976,861.077929
977,861.077929
978,861.077929
979,861.077929
980,861.077929
981,861.077929
982,861.077929
983,861.077929
984,861.077929
985,861.077929
986,861.077929
987,861.077929
988,861.077929
989,861.077929
990,861.077929
991,861.077929
992,861.077929
993,861.077929
994,861.077929
995,861.077929
996,861.077929
997,861.077929
998,861.077929
999,861.077929
1000,861.077929
1001,861.077929
1002,861.077929
1003,861.077929
1004,861.077929
1005,861.077929
1006,861.077929
1007,861.077929
1008,861.077929
1009,861.077929
1010,861.077929
1011,861.077929
1012,861.077929
1013,861.077929
1014,861.077929
1015,861.077929
1016,861.077929
1017,861.077929
1018,861.077929
1019,861.077929
1020,861.077929
1021,861.077929
1022,861.077929
1023,861.077929
1024,861.077929
1025,861.077929
1026,861.077929
1027,861.077929
1028,861.077929
1029,861.077929
1030,861.077929
1031,861.077929
1032,861.077929
1033,861.077929
1034,861.077929
1035,861.077929
1036,861.077929
1037,861.077929
1038,861.077929
1039,861.077929
1040,861.077929
1041,861.077929
1042,861.077929
1043,861.077929
1044,861.077929
1045,861.077929
1046,861.077929
1047,861.077929
1048,861.077929
1049,861.077929
1050,861.077929
1051,861.077929
1052,861.077929
1053,861.077929
1054,861.077929
1055,861.077929
1056,861.077929
1057,861.077929
1058,861.077929
1059,861.077929
1060,861.077929
1061,861.077929
1062,861.077929
1063,861.077929
1064,861.077929
1065,861.077929
1066,861.077929
1067,861.077929
1068,861.077929
1069,861.077929
1070,861.077929
1071,861.077929
1072,861.077929
1073,861.077929
1074,861.077929
1075,861.077929
1076,861.077929
1077,861.077929
1078,861.077929
1079,861.077929
1080,861.077929
1081,861.077929
1082,861.077929
1083,861.077929
1084,861.077929
1085,861.077929
1086,861.077929
1087,861.077929
1088,861.077929
1089,861.077929
1090,861.077929
1091,861.077929
1092,861.077929
1093,861.077929
1094,861.077929
1095,861.077929
1096,861.077929
1097,861.077929
1098,861.077929
1099,861.077929
1100,861.077929
1101,861.077929
1102,861.077929
1103,861.077929
1104,861.077929
1105,861.077929
1106,861.077929
1107,861.077929
1108,861.077929
1109,861.077929
1110,861.077929
1111,861.077929
1112,861.077929
1113,861.077929
1114,861.077929
1115,861.077929
1116,861.077929
1117,861.077929
1118,861.077929
1119,861.077929
1120,861.077929
1121,861.077929
1122,861.077929
1123,861.077929
1124,861.077929
1125,861.077929
1126,861.077929
1127,861.077929
1128,861.077929
1129,861.077929
1130,861.077929
1131,861.077929
1132,861.077929
1133,861.077929
1134,861.077929
1135,861.077929
1136,861.077929
1137,861.077929
1138,861.077929
1139,861.077929
1140,861.077929
1141,861.077929
1142,861.077929
1143,861.077929
1144,861.077929
1145,861.077929
1146,861.077929
1147,861.077929
1148,861.077929
1149,861.077929
1150,861.077929
1151,861.077929
1152,861.077929
1153,861.077929
1154,861.077929
1155,861.077929
1156,861.077929
1157,861.077929
1158,861.077929
1159,861.077929
1160,861.077929
1161,861.077929
1162,861.077929
1163,861.077929
1164,861.077929
1165,861.077929
1166,861.077929
1167,861.077929
1168,861.077929
1169,861.077929
1170,861.077929
1171,861.077929
1172,861.077929
1173,861.077929
1174,861.077929
1175,861.077929
1176,861.077929
1177,861.077929
1178,861.077929
1179,861.077929
1180,861.077929
1181,861.077929
1182,861.077929
1183,861.077929
1184,861.077929
1185,861.077929
1186,861.077929
1187,861.077929
1188,861.077929
1189,861.077929
1190,861.077929
1191,861.077929
1192,861.077929
1193,861.077929
1194,861.077929
1195,861.077929
1196,861.077929
1197,861.077929
1198,861.077929
1199,861.077929
1200,861.077929
1201,861.077929
1202,861.077929
1203,861.077929
1204,861.077929
1205,861.077929
1206,861.077929
1207,861.077929
1208,861.077929
1209,861.077929
1210,861.077929
1211,861.077929
1212,861.077929
1213,861.077929
1214,861.077929
1215,861.077929
1216,861.077929
1217,861.077929
1218,861.077929
1219,861.077929
1220,861.077929
1221,861.077929
1222,861.077929
1223,861.077929
1224,861.077929
1225,861.077929
1226,861.077929
1227,861.077929
1228,861.077929
1229,861.077929
1230,861.077929
1231,861.077929
1232,861.077929
1233,861.077929
1234,861.077929
1235,861.077929
1236,861.077929
1237,861.077929
1238,861.077929
1239,861.077929
1240,861.077929
1241,861.077929
1242,861.077929
1243,861.077929
1244,861.077929
1245,861.077929
1246,861.077929
1247,861.077929
1248,861.077929
1249,861.077929
1250,1024.000000
1251,1024.000000
1252,1024.000000
1253,1024.000000
1254,1024.000000
1255,1024.000000
1256,1024.000000
1257,1024.000000
1258,1024.000000
1259,1024.000000
1260,1024.000000
1261,1024.000000
1262,1024.000000
1263,1024.000000
1264,1024.000000
1265,1024.000000
1266,1024.000000
1267,1024.000000
1268,1024.000000
1269,1024.000000
1270,1024.000000
1271,1024.000000
1272,1024.000000
1273,1024.000000
1274,1024.000000
1275,1024.000000
1276,1024.000000
1277,1024.000000
1278,1024.000000
1279,1024.000000
1280,1024.000000
1281,1024.000000
1282,1024.000000
1283,1024.000000
1284,1024.000000
1285,1024.000000
1286,1024.000000
1287,1024.000000
1288,1024.000000
1289,1024.000000
1290,1024.000000
1291,1024.000000
1292,1024.000000
1293,1024.000000
1294,1024.000000
1295,1024.000000
1296,1024.000000
1297,1024.000000
1298,1024.000000
1299,1024.000000
1300,1024.000000
1301,1024.000000
1302,1024.000000
1303,1024.000000
1304,1024.000000
1305,1024.000000
1306,1024.000000
1307,1024.000000
1308,1024.000000
1309,1024.000000
1310,1024.000000
1311,1024.000000
1312,1024.000000
1313,1024.000000
1314,1024.000000
1315,1024.000000
1316,1024.000000
1317,1024.000000
1318,1024.000000
1319,1024.000000
1320,1024.000000
1321,1024.000000
1322,1024.000000
1323,1024.000000
1324,1024.000000
1325,1024.000000
1326,1024.000000
1327,1024.000000
1328,1024.000000
1329,1024.000000
1330,1024.000000
1331,1024.000000
1332,1024.000000
1333,1024.000000
1334,1024.000000
1335,1024.000000
1336,1024.000000
1337,1024.000000
1338,1024.000000
1339,1024.000000
1340,1024.000000
1341,1024.000000
1342,1024.000000
1343,1024.000000
1344,1024.000000
1345,1024.000000
1346,1024.000000
1347,1024.000000
1348,1024.000000
1349,1024.000000
1350,1024.000000
1351,1024.000000
1352,1024.000000
1353,1024.000000
1354,1024.000000
1355,1024.000000
1356,1024.000000
1357,1024.000000
1358,1024.000000
1359,1024.000000
1360,1024.000000
1361,1024.000000
1362,1024.000000
1363,1024.000000
1364,1024.000000
1365,1024.000000
1366,1024.000000
1367,1024.000000
1368,1024.000000
1369,1024.000000
1370,1024.000000
1371,1024.000000
1372,1024.000000
1373,1024.000000
1374,1024.000000
1375,1024.000000
1376,1024.000000
1377,1024.000000
1378,1024.000000
1379,1024.000000
1380,1024.000000
1381,1024.000000
1382,1024.000000
1383,1024.000000
1384,1024.000000
1385,1024.000000
1386,1024.000000
1387,1024.000000
1388,1024.000000
1389,1024.000000
1390,1024.000000
1391,1024.000000
1392,1024.000000
1393,1024.000000
1394,1024.000000
1395,1024.000000
1396,1024.000000
1397,1024.000000
1398,1024.000000
1399,1024.000000
1400,1024.000000
1401,1024.000000
1402,1024.000000
1403,1024.000000
1404,1024.000000
1405,1024.000000
1406,1024.000000
1407,1024.000000
1408,1024.000000
1409,1024.000000
1410,1024.000000
1411,1024.000000
1412,1024.000000
1413,1024.000000
1414,1024.000000
1415,1024.000000
1416,1024.000000
1417,1024.000000
1418,1024.000000
1419,1024.000000
1420,1024.000000
1421,1024.000000
1422,1024.000000
1423,1024.000000
1424,1024.000000
1425,1024.000000
1426,1024.000000
1427,1024.000000
1428,1024.000000
1429,1024.000000
1430,1024.000000
1431,1024.000000
1432,1024.000000
1433,1024.000000
1434,1024.000000
1435,1024.000000
1436,1024.000000
1437,1024.000000
1438,1024.000000
1439,1024.000000
1440,1024.000000
1441,1024.000000
1442,1024.000000
1443,1024.000000
1444,1024.000000
1445,1024.000000
1446,1024.000000
1447,1024.000000
1448,1024.000000
1449,1024.000000
1450,1024.000000
1451,1024.000000
1452,1024.000000
1453,1024.000000
1454,1024.000000
1455,1024.000000
1456,1024.000000
1457,1024.000000
1458,1024.000000
1459,1024.000000
1460,1024.000000
1461,1024.000000
1462,1024.000000
1463,1024.000000
1464,1024.000000
1465,1024.000000
1466,1024.000000
1467,1024.000000
1468,1024.000000
1469,1024.000000
1470,1024.000000
1471,1024.000000
1472,1024.000000
1473,1024.000000
1474,1024.000000
1475,1024.000000
1476,1024.000000
1477,1024.000000
1478,1024.000000
1479,1024.000000
1480,1024.000000
1481,1024.000000
1482,1024.000000
1483,1024.000000
1484,1024.000000
1485,1024.000000
1486,1024.000000
1487,1024.000000
1488,1024.000000
1489,1024.000000
1490,1024.000000
1491,1024.000000
1492,1024.000000
1493,1024.000000
1494,1024.000000
1495,1024.000000
1496,1024.000000
1497,1024.000000
1498,1024.000000
1499,1024.000000
1500,1024.000000
1501,1024.000000
1502,1024.000000
1503,1024.000000
1504,1024.000000
1505,1024.000000
1506,1024.000000
1507,1024.000000
1508,1024.000000
1509,1024.000000
1510,1024.000000
1511,1024.000000
1512,1024.000000
1513,1024.000000
1514,1024.000000
1515,1024.000000
1516,1024.000000
1517,1024.000000
1518,1024.000000
1519,1024.000000
1520,1024.000000
1521,1024.000000
1522,1024.000000
1523,1024.000000
1524,1024.000000
1525,1024.000000
1526,1024.000000
1527,1024.000000
1528,1024.000000
1529,1024.000000
1530,1024.000000
1531,1024.000000
1532,1024.000000
1533,1024.000000
1534,1024.000000
1535,1024.000000
1536,1024.000000
1537,1024.000000
1538,1024.000000
1539,1024.000000
1540,1024.000000
1541,1024.000000
1542,1024.000000
1543,1024.000000
1544,1024.000000
1545,1024.000000
1546,1024.000000
1547,1024.000000
1548,1024.000000
1549,1024.000000
1550,1024.000000
1551,1024.000000
1552,1024.000000
1553,1024.000000
1554,1024.000000
1555,1024.000000
1556,1024.000000
1557,1024.000000
1558,1024.000000
1559,1024.000000
1560,1024.000000
1561,1024.000000
1562,1024.000000
1563,1024.000000
1564,1024.000000
1565,1024.000000
1566,1024.000000
1567,1024.000000
1568,1024.000000
1569,1024.000000
1570,1024.000000
1571,1024.000000
1572,1024.000000
1573,1024.000000
1574,1024.000000
1575,1024.000000
1576,1024.000000
1577,1024.000000
1578,1024.000000
1579,1024.000000
1580,1024.000000
1581,1024.000000
1582,1024.000000
1583,1024.000000
1584,1024.000000
1585,1024.000000
1586,1024.000000
1587,1024.000000
1588,1024.000000
1589,1024.000000
1590,1024.000000
1591,1024.000000
1592,1024.000000
1593,1024.000000
1594,1024.000000
1595,1024.000000
1596,1024.000000
1597,1024.000000
1598,1024.000000
1599,1024.000000
1600,1024.000000
1601,1024.000000
1602,1024.000000
1603,1024.000000
1604,1024.000000
1605,1024.000000
1606,1024.000000
1607,1024.000000
1608,1024.000000
1609,1024.000000
1610,1024.000000
1611,1024.000000
1612,1024.000000
1613,1024.000000
1614,1024.000000
1615,1024.000000
1616,1024.000000
1617,1024.000000
1618,1024.000000
1619,1024.000000
1620,1024.000000
1621,1024.000000
1622,1024.000000
1623,1024.000000
1624,1024.000000
1625,1024.000000
1626,1024.000000
1627,1024.000000
1628,1024.000000
1629,1024.000000
1630,1024.000000
1631,1024.000000
1632,1024.000000
1633,1024.000000
1634,1024.000000
1635,1024.000000
1636,1024.000000
1637,1024.000000
1638,1024.000000
1639,1024.000000
1640,1024.000000
1641,1024.000000
1642,1024.000000
1643,1024.000000
1644,1024.000000
1645,1024.000000
1646,1024.000000
1647,1024.000000
1648,1024.000000
1649,1024.000000
1650,1024.000000
1651,1024.000000
1652,1024.000000
1653,1024.000000
1654,1024.000000
1655,1024.000000
1656,1024.000000
1657,1024.000000
1658,1024.000000
1659,1024.000000
1660,1024.000000
1661,1024.000000
1662,1024.000000
1663,1024.000000
1664,1024.000000
1665,1024.000000
1666,1024.000000
1667,1024.000000
1668,1024.000000
1669,1024.000000
1670,1024.000000
1671,1024.000000
1672,1024.000000
1673,1024.000000
1674,1024.000000
1675,1024.000000
1676,1024.000000
1677,1024.000000
1678,1024.000000
1679,1024.000000
1680,1024.000000
1681,1024.000000
1682,1024.000000
1683,1024.000000
1684,1024.000000
1685,1024.000000
1686,1024.000000
1687,1024.000000
1688,1024.000000
1689,1024.000000
1690,1024.000000
1691,1024.000000
1692,1024.000000
1693,1024.000000
1694,1024.000000
1695,1024.000000
1696,1024.000000
1697,1024.000000
1698,1024.000000
1699,1024.000000
1700,1024.000000
1701,1024.000000
1702,1024.000000
1703,1024.000000
1704,1024.000000
1705,1024.000000
1706,1024.000000
1707,1024.000000
1708,1024.000000
1709,1024.000000
1710,1024.000000
1711,1024.000000
1712,1024.000000
1713,1024.000000
1714,1024.000000
1715,1024.000000
1716,1024.000000
1717,1024.000000
1718,1024.000000
1719,1024.000000
1720,1024.000000
1721,1024.000000
1722,1024.000000
1723,1024.000000
1724,1024.000000
1725,1024.000000
1726,1024.000000
1727,1024.000000
1728,1024.000000
1729,1024.000000
1730,1024.000000
1731,1024.000000
1732,1024.000000
1733,1024.000000
1734,1024.000000
1735,1024.000000
1736,1024.000000
1737,1024.000000
1738,1024.000000
1739,1024.000000
1740,1024.000000
1741,1024.000000
1742,1024.000000
1743,1024.000000
1744,1024.000000
1745,1024.000000
1746,1024.000000
1747,1024.000000
1748,1024.000000
1749,1024.000000
1750,1024.000000
1751,1024.000000
1752,1024.000000
1753,1024.000000
1754,1024.000000
1755,1024.000000
1756,1024.000000
1757,1024.000000
1758,1024.000000
1759,1024.000000
1760,1024.000000
1761,1024.000000
1762,1024.000000
1763,1024.000000
1764,1024.000000
1765,1024.000000
1766,1024.000000
1767,1024.000000
1768,1024.000000
1769,1024.000000
1770,1024.000000
1771,1024.000000
1772,1024.000000
1773,1024.000000
1774,1024.000000
1775,1024.000000
1776,1024.000000
1777,1024.000000
1778,1024.000000
1779,1024.000000
1780,1024.000000
1781,1024.000000
1782,1024.000000
1783,1024.000000
1784,1024.000000
1785,1024.000000
1786,1024.000000
1787,1024.000000
1788,1024.000000
1789,1024.000000
1790,1024.000000
1791,1024.000000
1792,1024.000000
1793,1024.000000
1794,1024.000000
1795,1024.000000
1796,1024.000000
1797,1024.000000
1798,1024.000000
1799,1024.000000
1800,1024.000000
1801,1024.000000
1802,1024.000000
1803,1024.000000
