n,state
1804,1024.000000
1805,1024.000000
1806,1024.000000
1807,1024.000000
1808,1024.000000
1809,1024.000000
1810,1024.000000
1811,1024.000000
1812,1024.000000
1813,1024.000000
1814,1024.000000
1815,1024.000000
1816,1024.000000
1817,1024.000000
1818,1024.000000
1819,1024.000000
1820,1024.000000
1821,1024.000000
1822,1024.000000
1823,1024.000000
1824,1024.000000
1825,1024.000000
1826,1024.000000
1827,1024.000000
1828,1024.000000
1829,1024.000000
1830,1024.000000
1831,1024.000000
1832,1024.000000
1833,1024.000000
1834,1024.000000
1835,1024.000000
1836,1024.000000
1837,1024.000000
1838,1024.000000
1839,1024.000000
1840,1024.000000
1841,1024.000000
1842,1024.000000
1843,1024.000000
1844,1024.000000
1845,1024.000000
1846,1024.000000
1847,1024.000000
1848,1024.000000
1849,1024.000000
1850,1024.000000
1851,1024.000000
1852,1024.000000
1853,1024.000000
1854,1024.000000
1855,1024.000000
1856,1024.000000
1857,1024.000000
1858,1024.000000
1859,1024.000000
1860,1024.000000
1861,1024.000000
1862,1024.000000
1863,1024.000000
1864,1024.000000
1865,1024.000000
1866,1024.000000
1867,1024.000000
1868,1024.000000
1869,1024.000000
1870,1024.000000
1871,1024.000000
1872,1024.000000
1873,1024.000000
1874,1024.000000
1875,1024.000000
1876,1024.000000
1877,1024.000000
1878,1024.000000
1879,1024.000000
1880,1024.000000
1881,1024.000000
1882,1024.000000
1883,1024.000000
1884,1024.000000
1885,1024.000000
1886,1024.000000
1887,1024.000000
1888,1024.000000
1889,1024.000000
1890,1024.000000
1891,1024.000000
1892,1024.000000
1893,1024.000000
1894,1217.748086
1895,1217.748086
1896,1217.748086
1897,1217.748086
1898,1217.748086
1899,1217.748086
1900,1217.748086
1901,1217.748086
1902,1217.748086
1903,1448.154688
1904,1448.154688
1905,1448.154688
1906,1448.154688
1907,1448.154688
1908,1448.154688
1909,1448.154688
1910,1448.154688
1911,1448.154688
1912,1448.154688
1913,1448.154688
1914,1448.154688
1915,1448.154688
1916,1448.154688
1917,1448.154688
1918,1448.154688
1919,1722.155858
1920,1722.155858
1921,1722.155858
1922,1722.155858
1923,1722.155858
1924,1722.155858
1925,1722.155858
1926,1722.155858
1927,1722.155858
1928,1722.155858
1929,1722.155858
1930,1722.155858
1931,1722.155858
1932,1722.155858
1933,1722.155858
1934,1722.155858
1935,1722.155858
1936,1722.155858
1937,1722.155858
1938,1722.155858
1939,1722.155858
1940,1722.155858
1941,1722.155858
1942,1722.155858
1943,1722.155858
1944,1722.155858
1945,1722.155858
1946,1722.155858
1947,1722.155858
1948,1722.155858
1949,1722.155858
1950,1722.155858
1951,1722.155858
1952,1722.155858
1953,1722.155858
1954,1722.155858
1955,1722.155858
1956,1722.155858
1957,1722.155858
1958,1722.155858
1959,1722.155858
1960,1722.155858
1961,1722.155858
1962,1722.155858
1963,1722.155858
1964,1722.155858
1965,1722.155858
1966,1722.155858
1967,1722.155858
1968,1722.155858
1969,1722.155858
1970,1722.155858
1971,1722.155858
1972,1722.155858
1973,1722.155858
1974,1722.155858
1975,1722.155858
1976,1722.155858
1977,1722.155858
1978,1722.155858
1979,1722.155858
1980,1722.155858
1981,1722.155858
1982,1722.155858
1983,1722.155858
1984,1722.155858
1985,1722.155858
1986,1722.155858
1987,1722.155858
1988,1722.155858
1989,1722.155858
1990,1722.155858
1991,1722.155858
1992,1722.155858
1993,1722.155858
1994,1722.155858
1995,1722.155858
1996,1722.155858
1997,1722.155858
1998,1722.155858
1999,1722.155858
2000,1722.155858
2001,1722.155858
2002,2048.000000
2003,2048.000000
2004,2048.000000
2005,2048.000000
2006,2048.000000
2007,2048.000000
2008,2048.000000
2009,2048.000000
2010,2048.000000
2011,2048.000000
2012,2048.000000
2013,2048.000000
2014,2048.000000
2015,2048.000000
2016,2048.000000
2017,2048.000000
2018,2048.000000
2019,2048.000000
2020,2048.000000
2021,2048.000000
2022,2048.000000
2023,2048.000000
2024,2048.000000
2025,2048.000000
2026,2048.000000
2027,2048.000000
2028,2048.000000
2029,2048.000000
2030,2048.000000
2031,2048.000000
2032,2048.000000
2033,2048.000000
2034,2048.000000
2035,2048.000000
2036,2048.000000
2037,2048.000000
2038,2048.000000
2039,2048.000000
2040,2048.000000
2041,2048.000000
2042,2048.000000
2043,2048.000000
2044,2048.000000
2045,2048.000000
2046,2048.000000
2047,2048.000000
2048,2048.000000
2049,2048.000000
2050,2048.000000
2051,2048.000000
2052,2048.000000
2053,2048.000000
2054,2048.000000
2055,2048.000000
2056,2048.000000
2057,2048.000000
2058,2048.000000
2059,2048.000000
2060,2048.000000
2061,2048.000000
2062,2048.000000
2063,2048.000000
2064,2048.000000
2065,2048.000000
2066,2048.000000
2067,2048.000000
2068,2048.000000
2069,2048.000000
2070,2048.000000
2071,2048.000000
2072,2048.000000
2073,2048.000000
2074,2048.000000
2075,2048.000000
2076,2048.000000
2077,2048.000000
2078,2048.000000
2079,2048.000000
2080,2048.000000
2081,2048.000000
2082,2048.000000
2083,2048.000000
2084,2048.000000
2085,2048.000000
2086,2048.000000
2087,2048.000000
2088,2048.000000
2089,2048.000000
2090,2048.000000
2091,2048.000000
2092,2048.000000
2093,2048.000000
2094,2048.000000
2095,2048.000000
2096,2048.000000
2097,2048.000000
2098,2048.000000
2099,2048.000000
2100,2048.000000
2101,2048.000000
2102,2048.000000
2103,2048.000000
2104,2048.000000
2105,2048.000000
2106,2048.000000
2107,2048.000000
2108,2048.000000
2109,2048.000000
2110,2048.000000
2111,2048.000000
2112,2048.000000
2113,2048.000000
2114,2048.000000
2115,2048.000000
2116,2048.000000
2117,2048.000000
2118,2048.000000
2119,2048.000000
2120,2048.000000
2121,2048.000000
2122,2048.000000
2123,2048.000000
2124,2048.000000
2125,2048.000000
2126,2048.000000
2127,2048.000000
2128,2048.000000
2129,2048.000000
2130,2048.000000
2131,2048.000000
2132,2048.000000
2133,2048.000000
2134,2048.000000
2135,2048.000000
2136,2048.000000
2137,2048.000000
2138,2048.000000
2139,2048.000000
2140,2048.000000
2141,2048.000000
2142,2048.000000
2143,2048.000000
2144,2048.000000
2145,2048.000000
2146,2048.000000
2147,2048.000000
2148,2048.000000
2149,2048.000000
2150,2048.000000
2151,2048.000000
2152,2435.496172
2153,2435.496172
2154,2435.496172
2155,2435.496172
2156,2435.496172
2157,2435.496172
2158,2435.496172
2159,2435.496172
2160,2435.496172
2161,2435.496172
2162,2435.496172
2163,2435.496172
2164,2435.496172
2165,2435.496172
2166,2435.496172
2167,2435.496172
2168,2435.496172
2169,2435.496172
2170,2435.496172
2171,2435.496172
2172,2435.496172
2173,2435.496172
2174,2435.496172
2175,2435.496172
2176,2435.496172
2177,2435.496172
2178,2435.496172
2179,2435.496172
2180,2435.496172
2181,2435.496172
2182,2435.496172
2183,2435.496172
2184,2435.496172
2185,2435.496172
2186,2435.496172
2187,2435.496172
2188,2435.496172
2189,2435.496172
2190,2435.496172
2191,2435.496172
2192,2435.496172
2193,2435.496172
2194,2435.496172
2195,2435.496172
2196,2435.496172
2197,2435.496172
2198,2435.496172
2199,2435.496172
2200,2435.496172
2201,2435.496172
2202,2435.496172
2203,2435.496172
2204,2435.496172
2205,2435.496172
2206,2435.496172
2207,2435.496172
2208,2435.496172
2209,2435.496172
2210,2435.496172
2211,2435.496172
2212,2435.496172
2213,2435.496172
2214,2435.496172
2215,2435.496172
2216,2435.496172
2217,2435.496172
2218,2435.496172
2219,2435.496172
2220,2435.496172
2221,2435.496172
2222,2435.496172
2223,2435.496172
2224,2435.496172
2225,2435.496172
2226,2435.496172
2227,2435.496172
2228,2435.496172
2229,2435.496172
2230,2435.496172
2231,2435.496172
2232,2435.496172
2233,2435.496172
2234,2435.496172
2235,2435.496172
2236,2435.496172
2237,2435.496172
2238,2435.496172
2239,2435.496172
2240,2435.496172
2241,2435.496172
2242,2435.496172
2243,2435.496172
2244,2435.496172
2245,2435.496172
2246,2435.496172
2247,2435.496172
2248,2435.496172
2249,2435.496172
2250,2435.496172
2251,2435.496172
2252,2435.496172
2253,2435.496172
2254,2435.496172
2255,2435.496172
2256,2435.496172
2257,2435.496172
2258,2435.496172
2259,2435.496172
2260,2435.496172
2261,2435.496172
2262,2435.496172
2263,2435.496172
2264,2435.496172
2265,2435.496172
2266,2435.496172
2267,2435.496172
2268,2435.496172
2269,2435.496172
2270,2435.496172
2271,2435.496172
2272,2435.496172
2273,2435.496172
2274,2435.496172
2275,2435.496172
2276,2435.496172
2277,2435.496172
2278,2435.496172
2279,2435.496172
2280,2896.309376
2281,2896.309376
2282,2896.309376
2283,2896.309376
2284,2896.309376
2285,2896.309376
2286,2896.309376
2287,2896.309376
2288,2896.309376
2289,2896.309376
2290,2896.309376
2291,2896.309376
2292,2896.309376
2293,2896.309376
2294,2896.309376
2295,2896.309376
2296,2896.309376
2297,2896.309376
2298,2896.309376
2299,2896.309376
2300,2896.309376
2301,2896.309376
2302,2896.309376
2303,2896.309376
2304,2896.309376
2305,2896.309376
2306,2896.309376
2307,2896.309376
2308,2896.309376
2309,2896.309376
2310,2896.309376
2311,2896.309376
2312,2896.309376
2313,2896.309376
2314,2896.309376
2315,2896.309376
2316,2896.309376
2317,2896.309376
2318,2896.309376
2319,2896.309376
2320,2896.309376
2321,2896.309376
2322,2896.309376
2323,2896.309376
2324,2896.309376
2325,2896.309376
2326,2896.309376
2327,2896.309376
2328,2896.309376
2329,2896.309376
2330,2896.309376
2331,2896.309376
2332,2896.309376
2333,2896.309376
2334,2896.309376
2335,2896.309376
2336,2896.309376
2337,2896.309376
2338,2896.309376
2339,2896.309376
2340,2896.309376
2341,2896.309376
2342,2896.309376
2343,2896.309376
2344,2896.309376
2345,2896.309376
2346,2896.309376
2347,2896.309376
2348,2896.309376
2349,2896.309376
2350,2896.309376
2351,2896.309376
2352,2896.309376
2353,2896.309376
2354,2896.309376
2355,2896.309376
2356,2896.309376
2357,2896.309376
2358,2896.309376
2359,2896.309376
2360,2896.309376
2361,2896.309376
2362,2896.309376
2363,2896.309376
2364,2896.309376
2365,2896.309376
2366,2896.309376
2367,2896.309376
2368,2896.309376
2369,2896.309376
2370,2896.309376
2371,2896.309376
2372,2896.309376
2373,2896.309376
2374,2896.309376
2375,2896.309376
2376,2896.309376
2377,2896.309376
2378,2896.309376
2379,2896.309376
2380,2896.309376
2381,2896.309376
2382,2896.309376
2383,2896.309376
2384,2896.309376
2385,2896.309376
2386,2896.309376
2387,2896.309376
2388,2896.309376
2389,2896.309376
2390,2896.309376
2391,2896.309376
2392,2896.309376
2393,2896.309376
2394,2896.309376
2395,2896.309376
2396,2896.309376
2397,2896.309376
2398,2896.309376
2399,2896.309376
2400,2896.309376
2401,2896.309376
2402,2896.309376
2403,2896.309376
2404,2896.309376
2405,2896.309376
2406,2896.309376
2407,2896.309376
2408,2896.309376
2409,2896.309376
2410,2896.309376
2411,2896.309376
2412,2896.309376
2413,2896.309376
2414,2896.309376
2415,2896.309376
2416,2896.309376
2417,2896.309376
2418,2896.309376
2419,2896.309376
2420,2896.309376
2421,2896.309376
2422,2896.309376
2423,2896.309376
2424,2896.309376
2425,2896.309376
2426,2896.309376
2427,2896.309376
2428,2896.309376
2429,2896.309376
2430,2896.309376
2431,2896.309376
2432,2896.309376
2433,2896.309376
2434,2896.309376
2435,2896.309376
2436,2896.309376
2437,2896.309376
2438,2896.309376
2439,2896.309376
2440,2896.309376
2441,2896.309376
2442,2896.309376
2443,2896.309376
2444,2896.309376
2445,2896.309376
2446,2896.309376
2447,2896.309376
2448,2896.309376
2449,2896.309376
2450,2896.309376
2451,2896.309376
2452,2896.309376
2453,2896.309376
2454,2896.309376
2455,2896.309376
2456,2896.309376
2457,2896.309376
2458,2896.309376
2459,2896.309376
2460,2896.309376
2461,2896.309376
2462,2896.309376
2463,2896.309376
2464,2896.309376
2465,2896.309376
2466,2896.309376
2467,2896.309376
2468,2896.309376
2469,2896.309376
2470,2896.309376
2471,2896.309376
2472,2896.309376
2473,2896.309376
2474,2896.309376
2475,2896.309376
2476,2896.309376
2477,2896.309376
2478,2896.309376
2479,2896.309376
2480,2896.309376
2481,2896.309376
2482,2896.309376
2483,2896.309376
2484,2896.309376
2485,2896.309376
2486,2896.309376
2487,2896.309376
2488,2896.309376
2489,2896.309376
2490,2896.309376
2491,2896.309376
2492,2896.309376
2493,2896.309376
2494,2896.309376
2495,2896.309376
2496,2896.309376
2497,2896.309376
2498,2896.309376
2499,2896.309376
2500,2896.309376
2501,2896.309376
2502,2896.309376
2503,2896.309376
2504,2896.309376
2505,2896.309376
2506,2896.309376
2507,2896.309376
2508,2896.309376
2509,2896.309376
2510,2896.309376
2511,2896.309376
2512,2896.309376
2513,2896.309376
2514,2896.309376
2515,2896.309376
2516,2896.309376
2517,2896.309376
2518,2896.309376
2519,2896.309376
2520,2896.309376
2521,2896.309376
2522,2896.309376
2523,2896.309376
2524,2896.309376
2525,2896.309376
2526,2896.309376
2527,2896.309376
2528,2896.309376
2529,2896.309376
2530,2896.309376
2531,2896.309376
2532,2896.309376
2533,2896.309376
2534,2896.309376
2535,2896.309376
2536,2896.309376
2537,2896.309376
2538,2896.309376
2539,2896.309376
2540,2896.309376
2541,2896.309376
2542,2896.309376
2543,2896.309376
2544,2896.309376
2545,2896.309376
2546,2896.309376
2547,2896.309376
2548,2896.309376
2549,2896.309376
2550,2896.309376
2551,2896.309376
2552,2896.309376
2553,2896.309376
2554,2896.309376
2555,2896.309376
2556,2896.309376
2557,3444.311717
2558,3444.311717
2559,3444.311717
2560,3444.311717
2561,3444.311717
2562,3444.311717
2563,3444.311717
2564,3444.311717
2565,3444.311717
2566,3444.311717
2567,3444.311717
2568,3444.311717
2569,3444.311717
2570,3444.311717
2571,3444.311717
2572,3444.311717
2573,3444.311717
2574,3444.311717
2575,3444.311717
2576,3444.311717
2577,3444.311717
2578,3444.311717
2579,3444.311717
2580,3444.311717
2581,3444.311717
2582,3444.311717
2583,3444.311717
2584,3444.311717
2585,3444.311717
2586,3444.311717
2587,3444.311717
2588,3444.311717
2589,3444.311717
2590,3444.311717
2591,3444.311717
2592,3444.311717
2593,3444.311717
2594,3444.311717
2595,3444.311717
2596,3444.311717
2597,3444.311717
2598,3444.311717
2599,3444.311717
2600,3444.311717
2601,3444.311717
2602,3444.311717
2603,3444.311717
2604,3444.311717
2605,3444.311717
2606,3444.311717
2607,3444.311717
2608,3444.311717
2609,3444.311717
2610,3444.311717
2611,3444.311717
2612,3444.311717
2613,3444.311717
2614,3444.311717
2615,3444.311717
2616,3444.311717
2617,3444.311717
2618,3444.311717
2619,3444.311717
2620,3444.311717
2621,3444.311717
2622,3444.311717
2623,3444.311717
2624,3444.311717
2625,3444.311717
2626,3444.311717
2627,3444.311717
2628,3444.311717
2629,3444.311717
2630,3444.311717
2631,3444.311717
2632,3444.311717
2633,3444.311717
2634,3444.311717
2635,3444.311717
2636,3444.311717
2637,3444.311717
2638,3444.311717
2639,3444.311717
2640,3444.311717
2641,3444.311717
2642,3444.311717
2643,3444.311717
2644,3444.311717
2645,3444.311717
2646,3444.311717
2647,3444.311717
2648,3444.311717
2649,3444.311717
2650,3444.311717
2651,3444.311717
2652,3444.311717
2653,3444.311717
2654,3444.311717
2655,3444.311717
2656,3444.311717
2657,3444.311717
2658,3444.311717
2659,3444.311717
2660,3444.311717
2661,3444.311717
2662,3444.311717
2663,3444.311717
2664,3444.311717
2665,3444.311717
2666,3444.311717
2667,3444.311717
2668,3444.311717
2669,3444.311717
2670,3444.311717
2671,3444.311717
2672,3444.311717
2673,3444.311717
2674,3444.311717
2675,3444.311717
2676,3444.311717
2677,3444.311717
2678,3444.311717
2679,3444.311717
2680,3444.311717
2681,3444.311717
2682,3444.311717
2683,3444.311717
2684,3444.311717
2685,3444.311717
2686,3444.311717
2687,3444.311717
2688,3444.311717
2689,3444.311717
2690,3444.311717
2691,3444.311717
2692,3444.311717
2693,3444.311717
2694,3444.311717
2695,3444.311717
2696,3444.311717
2697,3444.311717
2698,3444.311717
2699,3444.311717
2700,3444.311717
2701,3444.311717
2702,3444.311717
2703,3444.311717
2704,3444.311717
2705,3444.311717
2706,3444.311717
2707,3444.311717
2708,3444.311717
2709,3444.311717
2710,3444.311717
2711,3444.311717
2712,3444.311717
2713,3444.311717
2714,3444.311717
2715,3444.311717
2716,3444.311717
2717,3444.311717
2718,3444.311717
2719,3444.311717
2720,3444.311717
2721,3444.311717
2722,3444.311717
2723,3444.311717
2724,3444.311717
2725,3444.311717
2726,3444.311717
2727,3444.311717
2728,3444.311717
2729,3444.311717
2730,3444.311717
2731,3444.311717
2732,3444.311717
2733,3444.311717
2734,3444.311717
2735,3444.311717
2736,3444.311717
2737,3444.311717
2738,3444.311717
2739,3444.311717
2740,3444.311717
2741,3444.311717
2742,3444.311717
2743,4096.000000
2744,4096.000000
2745,4096.000000
2746,4096.000000
2747,4096.000000
2748,4096.000000
2749,4096.000000
2750,4096.000000
2751,4096.000000
2752,4096.000000
2753,4096.000000
2754,4096.000000
2755,4096.000000
2756,4096.000000
2757,4096.000000
2758,4096.000000
2759,4096.000000
2760,4096.000000
2761,4096.000000
2762,4096.000000
2763,4096.000000
2764,4096.000000
2765,4096.000000
2766,4096.000000
2767,4096.000000
2768,4096.000000
2769,4096.000000
2770,4096.000000
2771,4096.000000
2772,4096.000000
2773,4096.000000
2774,4096.000000
2775,4096.000000
2776,4096.000000
2777,4096.000000
2778,4096.000000
2779,4096.000000
2780,4096.000000
2781,4096.000000
2782,4096.000000
2783,4096.000000
2784,4096.000000
2785,4096.000000
2786,4096.000000
2787,4096.000000
2788,4096.000000
2789,4096.000000
2790,4096.000000
2791,4096.000000
2792,4096.000000
2793,4096.000000
2794,4096.000000
2795,4096.000000
2796,4096.000000
2797,4096.000000
2798,4096.000000
2799,4096.000000
2800,4096.000000
2801,4096.000000
2802,4096.000000
2803,4096.000000
2804,4096.000000
2805,4096.000000
2806,4096.000000
2807,4096.000000
2808,4096.000000
2809,4096.000000
2810,4096.000000
2811,4096.000000
2812,4096.000000
2813,4096.000000
2814,4096.000000
2815,4096.000000
2816,4096.000000
2817,4096.000000
2818,4096.000000
2819,4096.000000
2820,4096.000000
2821,4096.000000
2822,4096.000000
2823,4096.000000
2824,4096.000000
2825,4096.000000
2826,4096.000000
2827,4096.000000
2828,4096.000000
2829,4096.000000
2830,4096.000000
2831,4096.000000
2832,4096.000000
2833,4096.000000
2834,4096.000000
2835,4096.000000
2836,4096.000000
2837,4096.000000
2838,4096.000000
2839,4096.000000
2840,4096.000000
2841,4096.000000
2842,4096.000000
2843,4096.000000
2844,4096.000000
2845,4096.000000
2846,4096.000000
2847,4096.000000
2848,4096.000000
2849,4096.000000
2850,4096.000000
2851,4096.000000
2852,4096.000000
2853,4096.000000
2854,4096.000000
2855,4096.000000
2856,4096.000000
2857,4096.000000
2858,4096.000000
2859,4096.000000
2860,4096.000000
2861,4096.000000
2862,4096.000000
2863,4096.000000
2864,4096.000000
2865,4096.000000
2866,4096.000000
2867,4096.000000
2868,4096.000000
2869,4096.000000
2870,4096.000000
2871,4096.000000
2872,4096.000000
2873,4096.000000
2874,4096.000000
2875,4096.000000
2876,4096.000000
2877,4096.000000
2878,4096.000000
2879,4096.000000
2880,4096.000000
2881,4096.000000
2882,4096.000000
2883,4096.000000
2884,4096.000000
2885,4096.000000
2886,4096.000000
2887,4096.000000
2888,4096.000000
2889,4096.000000
2890,4096.000000
2891,4096.000000
2892,4096.000000
2893,4096.000000
2894,4096.000000
2895,4096.000000
2896,4096.000000
2897,4096.000000
2898,4096.000000
2899,4096.000000
2900,4096.000000
2901,4096.000000
2902,4096.000000
2903,4096.000000
2904,4096.000000
2905,4096.000000
2906,4096.000000
2907,4096.000000
2908,4096.000000
2909,4096.000000
2910,4096.000000
2911,4096.000000
2912,4096.000000
2913,4096.000000
2914,4096.000000
2915,4096.000000
2916,4096.000000
2917,4096.000000
2918,4096.000000
2919,4096.000000
2920,4096.000000
2921,4096.000000
2922,4096.000000
2923,4096.000000
2924,4096.000000
2925,4096.000000
2926,4096.000000
2927,4096.000000
2928,4096.000000
2929,4096.000000
2930,4096.000000
2931,4096.000000
2932,4096.000000
2933,4096.000000
2934,4096.000000
2935,4096.000000
2936,4096.000000
2937,4096.000000
2938,4096.000000
2939,4096.000000
2940,4096.000000
2941,4096.000000
2942,4096.000000
2943,4096.000000
2944,4096.000000
2945,4096.000000
2946,4096.000000
2947,4096.000000
2948,4096.000000
2949,4096.000000
2950,4096.000000
2951,4096.000000
2952,4096.000000
2953,4096.000000
2954,4096.000000
2955,4096.000000
2956,4096.000000
2957,4096.000000
2958,4096.000000
2959,4096.000000
2960,4096.000000
2961,4096.000000
2962,4096.000000
2963,4096.000000
2964,4096.000000
2965,4096.000000
2966,4096.000000
2967,4096.000000
2968,4096.000000
2969,4096.000000
2970,4096.000000
2971,4096.000000
2972,4096.000000
2973,4096.000000
2974,4096.000000
2975,4096.000000
2976,4096.000000
2977,4096.000000
2978,4096.000000
2979,4096.000000
2980,4096.000000
2981,4096.000000
2982,4096.000000
2983,4096.000000
2984,4096.000000
2985,4096.000000
2986,4096.000000
2987,4096.000000
2988,4096.000000
2989,4096.000000
2990,4096.000000
2991,4096.000000
2992,4096.000000
2993,4096.000000
2994,4096.000000
2995,4096.000000
2996,4096.000000
2997,4096.000000
2998,4096.000000
2999,4096.000000
3000,4096.000000
3001,4096.000000
3002,4096.000000
3003,4096.000000
3004,4096.000000
3005,4096.000000
3006,4096.000000
3007,4096.000000
3008,4096.000000
3009,4096.000000
3010,4096.000000
3011,4096.000000
3012,4096.000000
3013,4096.000000
3014,4096.000000
3015,4096.000000
3016,4096.000000
3017,4096.000000
3018,4096.000000
3019,4096.000000
3020,4096.000000
3021,4096.000000
3022,4096.000000
3023,4096.000000
3024,4096.000000
3025,4096.000000
3026,4096.000000
3027,4096.000000
3028,4096.000000
3029,4096.000000
3030,4096.000000
3031,4096.000000
3032,4096.000000
3033,4096.000000
3034,4096.000000
3035,4096.000000
3036,4096.000000
3037,4096.000000
3038,4096.000000
3039,4096.000000
3040,4096.000000
3041,4096.000000
3042,4096.000000
3043,4096.000000
3044,4096.000000
3045,4096.000000
3046,4096.000000
3047,4096.000000
3048,4096.000000
3049,4096.000000
3050,4096.000000
3051,4096.000000
3052,4096.000000
3053,4096.000000
3054,4096.000000
3055,4096.000000
3056,4096.000000
3057,4096.000000
3058,4096.000000
3059,4096.000000
3060,4096.000000
3061,4096.000000
3062,4096.000000
3063,4096.000000
3064,4096.000000
3065,4096.000000
3066,4096.000000
3067,4096.000000
3068,4096.000000
3069,4096.000000
3070,4096.000000
3071,4096.000000
3072,4096.000000
3073,4096.000000
3074,4096.000000
3075,4096.000000
3076,4096.000000
3077,4096.000000
3078,4096.000000
3079,4096.000000
3080,4096.000000
3081,4096.000000
3082,4096.000000
3083,4096.000000
3084,4096.000000
3085,4096.000000
3086,4096.000000
3087,4096.000000
3088,4096.000000
3089,4096.000000
3090,4096.000000
3091,4096.000000
3092,4096.000000
3093,4096.000000
3094,4096.000000
3095,4096.000000
3096,4096.000000
3097,4096.000000
3098,4096.000000
3099,4096.000000
3100,4096.000000
3101,4096.000000
3102,4096.000000
3103,4096.000000
3104,4096.000000
3105,4096.000000
3106,4096.000000
3107,4096.000000
3108,4096.000000
3109,4096.000000
3110,4096.000000
3111,4096.000000
3112,4096.000000
3113,4096.000000
3114,4096.000000
3115,4096.000000
3116,4096.000000
3117,4096.000000
3118,4096.000000
3119,4096.000000
3120,4096.000000
3121,4096.000000
3122,4096.000000
3123,4096.000000
3124,4096.000000
3125,4096.000000
3126,4096.000000
3127,4096.000000
3128,4096.000000
3129,4096.000000
3130,4096.000000
3131,4096.000000
3132,4096.000000
3133,4096.000000
3134,4096.000000
3135,4096.000000
3136,4096.000000
3137,4096.000000
3138,4096.000000
3139,4096.000000
3140,4096.000000
3141,4096.000000
3142,4096.000000
3143,4096.000000
3144,4096.000000
3145,4096.000000
3146,4096.000000
3147,4096.000000
3148,4096.000000
3149,4096.000000
3150,4096.000000
3151,4096.000000
3152,4096.000000
3153,4096.000000
3154,4096.000000
3155,4096.000000
3156,4096.000000
3157,4096.000000
3158,4096.000000
3159,4096.000000
3160,4096.000000
3161,4096.000000
3162,4096.000000
3163,4096.000000
3164,4096.000000
3165,4096.000000
3166,4096.000000
3167,4096.000000
3168,4096.000000
3169,4096.000000
3170,4096.000000
3171,4096.000000
3172,4096.000000
3173,4096.000000
3174,4096.000000
3175,4096.000000
3176,4096.000000
3177,4096.000000
3178,4096.000000
3179,4096.000000
3180,4096.000000
3181,4096.000000
3182,4096.000000
3183,4096.000000
3184,4096.000000
3185,4096.000000
3186,4096.000000
3187,4096.000000
3188,4096.000000
3189,4096.000000
3190,4096.000000
3191,4096.000000
3192,4096.000000
3193,4096.000000
3194,4096.000000
3195,4096.000000
3196,4096.000000
3197,4096.000000
3198,4096.000000
3199,4096.000000
3200,4096.000000
3201,4096.000000
3202,4096.000000
3203,4096.000000
3204,4096.000000
3205,4096.000000
3206,4096.000000
3207,4096.000000
3208,4096.000000
3209,4096.000000
3210,4096.000000
3211,4096.000000
3212,4096.000000
3213,4096.000000
3214,4096.000000
3215,4096.000000
3216,4096.000000
3217,4096.000000
3218,4096.000000
3219,4096.000000
3220,4096.000000
3221,4096.000000
3222,4096.000000
3223,4096.000000
3224,4096.000000
3225,4096.000000
3226,4096.000000
3227,4096.000000
3228,4096.000000
3229,4096.000000
3230,4096.000000
3231,4096.000000
3232,4096.000000
3233,4096.000000
3234,4096.000000
3235,4096.000000
3236,4096.000000
3237,4096.000000
3238,4096.000000
3239,4096.000000
3240,4096.000000
3241,4096.000000
3242,4096.000000
3243,4096.000000
3244,4096.000000
3245,4096.000000
3246,4096.000000
3247,4096.000000
3248,4096.000000
3249,4096.000000
3250,4096.000000
3251,4096.000000
3252,4096.000000
3253,4096.000000
3254,4096.000000
3255,4096.000000
3256,4096.000000
3257,4096.000000
3258,4096.000000
3259,4096.000000
3260,4096.000000
3261,4096.000000
3262,4096.000000
3263,4096.000000
3264,4096.000000
3265,4096.000000
3266,4096.000000
3267,4096.000000
3268,4096.000000
3269,4096.000000
3270,4096.000000
3271,4096.000000
3272,4096.000000
3273,4096.000000
3274,4096.000000
3275,4096.000000
3276,4096.000000
3277,4096.000000
3278,4096.000000
3279,4096.000000
3280,4096.000000
3281,4096.000000
3282,4096.000000
3283,4096.000000
3284,4096.000000
3285,4096.000000
3286,4096.000000
3287,4096.000000
3288,4096.000000
3289,4096.000000
3290,4096.000000
3291,4096.000000
3292,4096.000000
3293,4096.000000
3294,4096.000000
3295,4096.000000
3296,4096.000000
3297,4096.000000
3298,4096.000000
3299,4096.000000
3300,4096.000000
3301,4096.000000
3302,4096.000000
3303,4096.000000
3304,4096.000000
3305,4096.000000
3306,4096.000000
3307,4096.000000
3308,4096.000000
3309,4096.000000
3310,4096.000000
3311,4096.000000
3312,4096.000000
3313,4096.000000
3314,4096.000000
3315,4096.000000
3316,4096.000000
3317,4096.000000
3318,4096.000000
3319,4096.000000
3320,4096.000000
3321,4096.000000
3322,4096.000000
3323,4096.000000
3324,4096.000000
3325,4096.000000
3326,4096.000000
3327,4096.000000
3328,4096.000000
3329,4096.000000
3330,4096.000000
3331,4096.000000
3332,4096.000000
3333,4096.000000
3334,4096.000000
3335,4096.000000
3336,4096.000000
3337,4096.000000
3338,4096.000000
3339,4096.000000
3340,4096.000000
3341,4096.000000
3342,4096.000000
3343,4096.000000
3344,4096.000000
3345,4096.000000
3346,4096.000000
3347,4096.000000
3348,4096.000000
3349,4096.000000
3350,4096.000000
3351,4096.000000
3352,4096.000000
3353,4096.000000
3354,4096.000000
3355,4096.000000
3356,4096.000000
3357,4096.000000
3358,4096.000000
